{'Decanus': 42.72, 'Legatus legionis': 1.01, 'Decurion': 25.96, 'Centurion': 15.58, 'Praefectus castrorum': 5.8, 'Tribunus laticlavius': 1.92, 'Pilus prior': 8.2}
{'Gold Car Paint': 14.39, 'Red Car Paint': 14.81, 'Purple Car Paint': 14.39, 'Green Car Paint': 14.5, 'Black Car Paint': 14.68, 'Yellow Car Paint': 14.08, 'Blue Car Paint': 14.34}
{'Carbon Fiber': 11.55, 'Digital Camo': 7.92, 'MSMC Copper Matte': 8.08, 'TitaniumBlk': 12.17, 'Lambo Gold': 1.18, 'Cosmic Blue': 12.2, 'Matte Black': 12.62, 'Trippy Black/Red': 2.34, 'Trippy Yellow': 2.2, 'MSMC Copper Liquid': 7.85, 'Ice': 1.24, 'Holographic': 8.13, 'Lava': 2.33, 'Neon': 2.04, 'Hot Pink': 2.41, 'Trippy Red/Black': 2.38, 'Fire': 1.0, 'Electric': 1.17, 'Trippy Black/White': 2.38}
{'Guardian 1 / BASE': 42.03, 'Guardian 5 / WINGS': 5.59, 'Guardian 3': 16.57, 'Guardian 2': 25.45, 'Guardian 4': 11.55}
{'Daft Punk': 1.22, 'Green Eyes': 10.87, 'KILL Text': 6.22, 'X_X': 6.75, 'xD': 6.56, 'Blue Skull': 5.03, '$': 5.15, 'Blue Eyes': 10.37, 'Red Skull': 3.44, ':)': 6.57, 'o_o': 6.83, 'Heart': 7.24, 'SOL Symbol': 4.74, 'Mask': 2.31, 'Target': 2.44, 'Red Eyes': 10.76, 'Green Skull': 4.69}
1: Decanus, Gold Car Paint, Carbon Fiber, Guardian 1 / BASE, Daft Punk, No Weapon
7813: Decanus, Blue Car Paint, MSMC Copper Liquid, Guardian 3, o_o, No Weapon
7814: Decanus, Gold Car Paint, Digital Camo, Guardian 4, Red Eyes, No Weapon
7815: Decanus, Red Car Paint, Carbon Fiber, Guardian 4, Green Eyes, Sniper
7816: Centurion, Gold Car Paint, MSMC Copper Matte, Guardian 1 / BASE, KILL Text, No Weapon
7817: Praefectus castrorum, Yellow Car Paint, Carbon Fiber, Guardian 1 / BASE, o_o, No Weapon
7818: Decanus, Yellow Car Paint, Carbon Fiber, Guardian 2, Red Skull, Fire Sniper
7819: Centurion, Gold Car Paint, TitaniumBlk, Guardian 1 / BASE, Heart, No Weapon
7820: Pilus prior, Red Car Paint, TitaniumBlk, Guardian 1 / BASE, o_o, Katana
7821: Decanus, Black Car Paint, Digital Camo, Guardian 4, Mask, Electric Katana
7822: Tribunus laticlavius, Green Car Paint, Carbon Fiber, Guardian 1 / BASE, KILL Text, No Weapon
7823: Pilus prior, Black Car Paint, Cosmic Blue, Guardian 2, Blue Eyes, Ice Katana
7824: Decanus, Blue Car Paint, Matte Black, Guardian 3, Red Skull, Katana
7825: Decurion, Green Car Paint, Cosmic Blue, Guardian 1 / BASE, Daft Punk, Katana
7826: Decanus, Black Car Paint, Cosmic Blue, Guardian 3, KILL Text, No Weapon
7827: Centurion, Blue Car Paint, Carbon Fiber, Guardian 3, KILL Text, No Weapon
7828: Decanus, Green Car Paint, Carbon Fiber, Guardian 3, o_o, Fire Katana
7829: Decanus, Purple Car Paint, Matte Black, Guardian 1 / BASE, xD, Katana
7830: Centurion, Blue Car Paint, TitaniumBlk, Guardian 2, Green Skull, No Weapon
7831: Decurion, Purple Car Paint, Matte Black, Guardian 1 / BASE, Green Skull, Fire Sniper
7832: Decanus, Gold Car Paint, TitaniumBlk, Guardian 4, xD, Katana
7833: Decanus, Red Car Paint, MSMC Copper Matte, Guardian 4, Green Eyes, Fire Sniper
7834: Decanus, Green Car Paint, Holographic, Guardian 3, Green Eyes, Katana
7835: Decurion, Gold Car Paint, Holographic, Guardian 1 / BASE, Red Eyes, No Weapon
7836: Decurion, Yellow Car Paint, Carbon Fiber, Guardian 3, Green Eyes, No Weapon
7837: Centurion, Black Car Paint, MSMC Copper Matte, Guardian 1 / BASE, :), No Weapon
7838: Decanus, Blue Car Paint, MSMC Copper Matte, Guardian 1 / BASE, :), No Weapon
7839: Decurion, Red Car Paint, Cosmic Blue, Guardian 2, Green Eyes, Fire Katana
7840: Decurion, Blue Car Paint, Neon, Guardian 1 / BASE, Green Eyes, Katana
7841: Decurion, Blue Car Paint, Lava, Guardian 4, Green Skull, Katana
7842: Decanus, Purple Car Paint, MSMC Copper Liquid, Guardian 4, Green Eyes, No Weapon
7843: Decurion, Black Car Paint, Holographic, Guardian 2, KILL Text, Sniper
7844: Decurion, Gold Car Paint, Carbon Fiber, Guardian 4, Green Eyes, No Weapon
7845: Praefectus castrorum, Purple Car Paint, TitaniumBlk, Guardian 1 / BASE, Green Eyes, No Weapon
7846: Decurion, Yellow Car Paint, TitaniumBlk, Guardian 3, xD, No Weapon
7847: Decurion, Yellow Car Paint, Carbon Fiber, Guardian 1 / BASE, Green Skull, No Weapon
7848: Pilus prior, Black Car Paint, Matte Black, Guardian 1 / BASE, X_X, Ice Sniper
7849: Decanus, Red Car Paint, MSMC Copper Liquid, Guardian 3, Target, No Weapon
7850: Decanus, Green Car Paint, Matte Black, Guardian 1 / BASE, Red Skull, Electric Sniper
7851: Decurion, Yellow Car Paint, Holographic, Guardian 2, :), No Weapon
7852: Decurion, Yellow Car Paint, Carbon Fiber, Guardian 3, $, Sniper
7853: Centurion, Gold Car Paint, Carbon Fiber, Guardian 1 / BASE, X_X, Electric Katana
7854: Decanus, Red Car Paint, TitaniumBlk, Guardian 2, Heart, Sniper
7855: Decurion, Green Car Paint, Cosmic Blue, Guardian 2, Red Eyes, No Weapon
7856: Decanus, Green Car Paint, Cosmic Blue, Guardian 3, Blue Skull, Electric Katana
7857: Centurion, Green Car Paint, Cosmic Blue, Guardian 3, o_o, Katana
7858: Decanus, Gold Car Paint, Holographic, Guardian 2, Heart, No Weapon
7859: Centurion, Yellow Car Paint, Matte Black, Guardian 3, :), No Weapon
7860: Tribunus laticlavius, Red Car Paint, Matte Black, Guardian 1 / BASE, Blue Eyes, Sniper
7861: Decanus, Yellow Car Paint, Ice, Guardian 4, Blue Skull, No Weapon
7862: Decanus, Red Car Paint, TitaniumBlk, Guardian 1 / BASE, $, No Weapon
7863: Praefectus castrorum, Gold Car Paint, TitaniumBlk, Guardian 1 / BASE, X_X, Katana
7864: Decurion, Green Car Paint, Carbon Fiber, Guardian 1 / BASE, X_X, No Weapon
7865: Decurion, Black Car Paint, MSMC Copper Matte, Guardian 4, Green Skull, Ice Katana
7866: Decurion, Gold Car Paint, MSMC Copper Liquid, Guardian 2, o_o, No Weapon
7867: Pilus prior, Red Car Paint, Cosmic Blue, Guardian 4, Blue Eyes, No Weapon
7868: Tribunus laticlavius, Yellow Car Paint, Cosmic Blue, Guardian 1 / BASE, :), No Weapon
7869: Decurion, Green Car Paint, Matte Black, Guardian 2, Green Skull, No Weapon
7870: Decurion, Blue Car Paint, TitaniumBlk, Guardian 4, Green Eyes, No Weapon
7871: Centurion, Purple Car Paint, MSMC Copper Liquid, Guardian 1 / BASE, $, Fire Sniper
7872: Decanus, Gold Car Paint, TitaniumBlk, Guardian 1 / BASE, Green Eyes, Electric Katana
7873: Centurion, Black Car Paint, MSMC Copper Liquid, Guardian 2, X_X, No Weapon
7874: Decanus, Gold Car Paint, TitaniumBlk, Guardian 1 / BASE, Target, Elemental Katana X
7875: Decanus, Gold Car Paint, Carbon Fiber, Guardian 1 / BASE, Heart, Sniper
7876: Decurion, Gold Car Paint, MSMC Copper Liquid, Guardian 2, Green Skull, Sniper
7877: Decurion, Purple Car Paint, Carbon Fiber, Guardian 5 / WINGS, xD, Katana
7878: Praefectus castrorum, Black Car Paint, Neon, Guardian 1 / BASE, xD, No Weapon
7879: Centurion, Green Car Paint, TitaniumBlk, Guardian 3, o_o, No Weapon
7880: Centurion, Blue Car Paint, TitaniumBlk, Guardian 1 / BASE, Heart, No Weapon
7881: Centurion, Yellow Car Paint, Matte Black, Guardian 4, Green Skull, Sniper
7882: Centurion, Green Car Paint, Matte Black, Guardian 1 / BASE, Blue Eyes, Katana
7883: Decurion, Black Car Paint, Cosmic Blue, Guardian 2, Heart, Electric Katana
7884: Decurion, Black Car Paint, MSMC Copper Liquid, Guardian 5 / WINGS, X_X, Katana
7885: Decurion, Blue Car Paint, Matte Black, Guardian 1 / BASE, SOL Symbol, Katana
7886: Decurion, Purple Car Paint, Carbon Fiber, Guardian 1 / BASE, Mask, No Weapon
7887: Decanus, Gold Car Paint, Trippy Black/Red, Guardian 1 / BASE, Blue Eyes, Katana
7888: Decanus, Purple Car Paint, MSMC Copper Liquid, Guardian 3, Red Eyes, No Weapon
7889: Legatus legionis, Red Car Paint, MSMC Copper Liquid, Guardian 3, Blue Eyes, Electric Katana
7890: Decanus, Gold Car Paint, Digital Camo, Guardian 2, o_o, No Weapon
7891: Decanus, Gold Car Paint, Carbon Fiber, Guardian 4, $, Sniper
7892: Praefectus castrorum, Purple Car Paint, Holographic, Guardian 3, Blue Eyes, No Weapon
7893: Decanus, Gold Car Paint, Matte Black, Guardian 1 / BASE, Heart, No Weapon
7894: Decanus, Green Car Paint, Lava, Guardian 1 / BASE, o_o, Elemental Katana X
7895: Decurion, Green Car Paint, Lava, Guardian 5 / WINGS, xD, Flamethrower X
7896: Decanus, Yellow Car Paint, Trippy Black/White, Guardian 3, Blue Eyes, No Weapon
7897: Centurion, Green Car Paint, MSMC Copper Liquid, Guardian 1 / BASE, $, No Weapon
7898: Decanus, Red Car Paint, Matte Black, Guardian 1 / BASE, Blue Skull, No Weapon
7899: Pilus prior, Yellow Car Paint, MSMC Copper Liquid, Guardian 2, Blue Skull, No Weapon
7900: Praefectus castrorum, Blue Car Paint, MSMC Copper Matte, Guardian 1 / BASE, Target, No Weapon
7901: Tribunus laticlavius, Gold Car Paint, MSMC Copper Matte, Guardian 5 / WINGS, X_X, No Weapon
7902: Centurion, Red Car Paint, Matte Black, Guardian 2, Red Skull, No Weapon
7903: Praefectus castrorum, Blue Car Paint, Ice, Guardian 3, KILL Text, Sniper
7904: Centurion, Yellow Car Paint, Digital Camo, Guardian 4, Heart, No Weapon
7905: Centurion, Blue Car Paint, Lambo Gold, Guardian 2, Green Eyes, No Weapon
7906: Decurion, Yellow Car Paint, TitaniumBlk, Guardian 2, X_X, No Weapon
7907: Centurion, Blue Car Paint, Lava, Guardian 1 / BASE, xD, No Weapon
7908: Decurion, Red Car Paint, TitaniumBlk, Guardian 1 / BASE, $, No Weapon
7909: Decurion, Gold Car Paint, Carbon Fiber, Guardian 1 / BASE, Mask, Fire Katana
7910: Decanus, Gold Car Paint, Digital Camo, Guardian 3, Red Eyes, No Weapon
7911: Decurion, Purple Car Paint, MSMC Copper Liquid, Guardian 1 / BASE, KILL Text, Katana
7912: Decurion, Red Car Paint, Fire, Guardian 3, o_o, No Weapon
7913: Pilus prior, Green Car Paint, Lava, Guardian 4, :), No Weapon
7914: Pilus prior, Purple Car Paint, Hot Pink, Guardian 1 / BASE, o_o, No Weapon
7915: Decurion, Black Car Paint, MSMC Copper Matte, Guardian 1 / BASE, Mask, No Weapon
7916: Decurion, Blue Car Paint, Trippy Red/Black, Guardian 1 / BASE, xD, No Weapon
7917: Decurion, Yellow Car Paint, Trippy Red/Black, Guardian 3, Heart, Sniper
7918: Centurion, Gold Car Paint, Electric, Guardian 1 / BASE, Green Eyes, No Weapon
7919: Centurion, Blue Car Paint, TitaniumBlk, Guardian 2, $, No Weapon
7920: Decanus, Purple Car Paint, Trippy Yellow, Guardian 3, Green Eyes, Sniper
7921: Centurion, Gold Car Paint, Holographic, Guardian 1 / BASE, KILL Text, Ice Katana
7922: Decurion, Yellow Car Paint, Carbon Fiber, Guardian 1 / BASE, $, No Weapon
7923: Centurion, Black Car Paint, Carbon Fiber, Guardian 5 / WINGS, SOL Symbol, Katana
7924: Praefectus castrorum, Blue Car Paint, Holographic, Guardian 1 / BASE, $, Electric Sniper
7925: Decanus, Purple Car Paint, Carbon Fiber, Guardian 3, :), No Weapon
7926: Decanus, Green Car Paint, Neon, Guardian 2, o_o, No Weapon
7927: Centurion, Yellow Car Paint, TitaniumBlk, Guardian 2, X_X, Sniper
7928: Decanus, Yellow Car Paint, Holographic, Guardian 4, Daft Punk, Electric Katana
7929: Decurion, Purple Car Paint, Holographic, Guardian 5 / WINGS, Green Skull, No Weapon
7930: Decurion, Gold Car Paint, Cosmic Blue, Guardian 5 / WINGS, KILL Text, Fire Katana
7931: Centurion, Blue Car Paint, MSMC Copper Matte, Guardian 1 / BASE, Blue Eyes, Sniper
7932: Decanus, Black Car Paint, Trippy Black/White, Guardian 4, xD, No Weapon
7933: Pilus prior, Black Car Paint, Digital Camo, Guardian 1 / BASE, Red Eyes, No Weapon
7934: Centurion, Blue Car Paint, MSMC Copper Liquid, Guardian 1 / BASE, Heart, Ice Katana
7935: Decanus, Black Car Paint, TitaniumBlk, Guardian 1 / BASE, Red Eyes, Sniper
7936: Decanus, Blue Car Paint, MSMC Copper Matte, Guardian 1 / BASE, Red Eyes, No Weapon
7937: Decanus, Blue Car Paint, TitaniumBlk, Guardian 5 / WINGS, Blue Eyes, No Weapon
7938: Centurion, Black Car Paint, MSMC Copper Liquid, Guardian 1 / BASE, Red Skull, No Weapon
7939: Decanus, Purple Car Paint, MSMC Copper Matte, Guardian 3, :), No Weapon
7940: Centurion, Blue Car Paint, Cosmic Blue, Guardian 1 / BASE, Heart, No Weapon
7941: Centurion, Yellow Car Paint, Cosmic Blue, Guardian 2, o_o, No Weapon
7942: Decanus, Purple Car Paint, Ice, Guardian 1 / BASE, Heart, No Weapon
7943: Decurion, Green Car Paint, MSMC Copper Matte, Guardian 2, Red Eyes, No Weapon
7944: Decurion, Gold Car Paint, TitaniumBlk, Guardian 1 / BASE, Red Eyes, No Weapon
7945: Decurion, Black Car Paint, Lava, Guardian 2, Blue Eyes, No Weapon
7946: Decurion, Gold Car Paint, Holographic, Guardian 2, X_X, No Weapon
7947: Decanus, Purple Car Paint, Trippy Black/White, Guardian 2, :), Ice Sniper
7948: Decurion, Black Car Paint, TitaniumBlk, Guardian 3, xD, No Weapon
7949: Decanus, Green Car Paint, MSMC Copper Liquid, Guardian 1 / BASE, Green Skull, Elemental Sniper X
7950: Decurion, Gold Car Paint, Trippy Black/White, Guardian 1 / BASE, Blue Eyes, No Weapon
7951: Pilus prior, Red Car Paint, Matte Black, Guardian 3, Mask, No Weapon
7952: Centurion, Yellow Car Paint, TitaniumBlk, Guardian 4, :), Fire Sniper
7953: Centurion, Purple Car Paint, Matte Black, Guardian 3, $, No Weapon
7954: Legatus legionis, Yellow Car Paint, Matte Black, Guardian 3, $, Flamethrower X
7955: Centurion, Gold Car Paint, Carbon Fiber, Guardian 2, $, Katana
7956: Decanus, Gold Car Paint, Carbon Fiber, Guardian 4, X_X, Electric Katana
7957: Decanus, Green Car Paint, Cosmic Blue, Guardian 1 / BASE, KILL Text, Katana
7958: Decurion, Green Car Paint, Carbon Fiber, Guardian 1 / BASE, Red Eyes, No Weapon
7959: Decurion, Yellow Car Paint, MSMC Copper Liquid, Guardian 2, Red Eyes, No Weapon
7960: Decanus, Green Car Paint, Cosmic Blue, Guardian 1 / BASE, Red Eyes, Sniper
7961: Centurion, Red Car Paint, TitaniumBlk, Guardian 1 / BASE, Red Eyes, No Weapon
7962: Decurion, Gold Car Paint, MSMC Copper Matte, Guardian 4, Green Eyes, Ice Katana
7963: Decanus, Purple Car Paint, Trippy Black/Red, Guardian 1 / BASE, SOL Symbol, Sniper
7964: Decurion, Blue Car Paint, Cosmic Blue, Guardian 4, Green Skull, Katana
7965: Pilus prior, Black Car Paint, MSMC Copper Liquid, Guardian 1 / BASE, Red Eyes, No Weapon
7966: Decanus, Purple Car Paint, TitaniumBlk, Guardian 1 / BASE, Blue Eyes, Ice Sniper
7967: Decurion, Green Car Paint, Carbon Fiber, Guardian 2, Red Eyes, No Weapon
7968: Centurion, Green Car Paint, Matte Black, Guardian 1 / BASE, Red Eyes, Sniper
7969: Decanus, Yellow Car Paint, Digital Camo, Guardian 3, :), Katana
7970: Decanus, Green Car Paint, TitaniumBlk, Guardian 2, SOL Symbol, Sniper
7971: Decurion, Yellow Car Paint, Carbon Fiber, Guardian 2, Blue Eyes, Ice Katana
7972: Praefectus castrorum, Yellow Car Paint, MSMC Copper Liquid, Guardian 2, Red Skull, No Weapon
7973: Decanus, Blue Car Paint, Trippy Yellow, Guardian 1 / BASE, Heart, Katana
7974: Centurion, Yellow Car Paint, MSMC Copper Liquid, Guardian 4, o_o, Katana
7975: Decurion, Black Car Paint, MSMC Copper Liquid, Guardian 1 / BASE, Blue Eyes, Sniper
7976: Centurion, Gold Car Paint, Neon, Guardian 1 / BASE, Heart, No Weapon
7977: Decurion, Gold Car Paint, TitaniumBlk, Guardian 1 / BASE, Blue Eyes, Electric Katana
7978: Decurion, Red Car Paint, Trippy Red/Black, Guardian 3, $, No Weapon
7979: Decanus, Purple Car Paint, Matte Black, Guardian 2, X_X, No Weapon
7980: Decurion, Red Car Paint, Carbon Fiber, Guardian 2, Red Eyes, Sniper
7981: Decanus, Black Car Paint, Matte Black, Guardian 4, $, Ice Sniper
7982: Tribunus laticlavius, Blue Car Paint, Digital Camo, Guardian 2, $, Katana
7983: Decanus, Gold Car Paint, Matte Black, Guardian 2, Blue Skull, No Weapon
7984: Centurion, Red Car Paint, Holographic, Guardian 2, X_X, No Weapon
7985: Pilus prior, Green Car Paint, MSMC Copper Matte, Guardian 1 / BASE, Mask, Electric Katana
7986: Centurion, Green Car Paint, Matte Black, Guardian 3, Heart, No Weapon
7987: Decanus, Black Car Paint, Matte Black, Guardian 4, Green Skull, No Weapon
7988: Decanus, Purple Car Paint, Carbon Fiber, Guardian 1 / BASE, o_o, Katana
7989: Decanus, Gold Car Paint, Cosmic Blue, Guardian 4, X_X, No Weapon
7990: Praefectus castrorum, Green Car Paint, Cosmic Blue, Guardian 2, SOL Symbol, No Weapon
7991: Decurion, Yellow Car Paint, Holographic, Guardian 1 / BASE, Heart, Sniper
7992: Decanus, Red Car Paint, Holographic, Guardian 1 / BASE, Target, Sniper
7993: Decanus, Blue Car Paint, Trippy Black/White, Guardian 1 / BASE, Red Eyes, No Weapon
7994: Centurion, Red Car Paint, Digital Camo, Guardian 1 / BASE, Green Skull, Fire Katana
7995: Decanus, Purple Car Paint, Lambo Gold, Guardian 2, Blue Eyes, No Weapon
7996: Pilus prior, Black Car Paint, MSMC Copper Matte, Guardian 1 / BASE, :), Sniper
7997: Decurion, Gold Car Paint, MSMC Copper Matte, Guardian 2, KILL Text, No Weapon
7998: Decurion, Red Car Paint, MSMC Copper Matte, Guardian 1 / BASE, Green Eyes, No Weapon
7999: Centurion, Red Car Paint, Matte Black, Guardian 1 / BASE, o_o, No Weapon
8000: Pilus prior, Purple Car Paint, Trippy Black/Red, Guardian 1 / BASE, KILL Text, No Weapon
8001: Decurion, Gold Car Paint, Cosmic Blue, Guardian 1 / BASE, Green Skull, No Weapon
8002: Pilus prior, Purple Car Paint, Digital Camo, Guardian 1 / BASE, xD, No Weapon
8003: Decanus, Red Car Paint, Trippy Black/Red, Guardian 1 / BASE, Blue Eyes, No Weapon
8004: Decurion, Green Car Paint, Cosmic Blue, Guardian 1 / BASE, :), Katana
8005: Centurion, Gold Car Paint, TitaniumBlk, Guardian 3, SOL Symbol, No Weapon
8006: Decurion, Red Car Paint, TitaniumBlk, Guardian 2, o_o, No Weapon
8007: Decanus, Black Car Paint, Trippy Black/Red, Guardian 1 / BASE, Red Eyes, No Weapon
8008: Decurion, Blue Car Paint, Matte Black, Guardian 3, Blue Skull, Ice Sniper
8009: Decanus, Black Car Paint, MSMC Copper Liquid, Guardian 5 / WINGS, Mask, No Weapon
8010: Decurion, Green Car Paint, Holographic, Guardian 3, o_o, No Weapon
8011: Decurion, Blue Car Paint, Carbon Fiber, Guardian 1 / BASE, Target, No Weapon
8012: Pilus prior, Black Car Paint, Cosmic Blue, Guardian 2, Green Skull, No Weapon
8013: Decanus, Purple Car Paint, Holographic, Guardian 4, o_o, No Weapon
8014: Decurion, Black Car Paint, MSMC Copper Matte, Guardian 1 / BASE, Heart, No Weapon
8015: Decurion, Black Car Paint, Electric, Guardian 1 / BASE, $, No Weapon
8016: Decanus, Green Car Paint, MSMC Copper Liquid, Guardian 3, xD, Katana
8017: Decurion, Purple Car Paint, Cosmic Blue, Guardian 4, Blue Skull, No Weapon
8018: Decurion, Green Car Paint, MSMC Copper Liquid, Guardian 1 / BASE, X_X, No Weapon
8019: Decurion, Red Car Paint, Matte Black, Guardian 1 / BASE, Target, No Weapon
8020: Decanus, Blue Car Paint, Cosmic Blue, Guardian 4, Heart, No Weapon
8021: Decurion, Green Car Paint, Electric, Guardian 3, Green Skull, Sniper
8022: Decurion, Red Car Paint, Ice, Guardian 1 / BASE, KILL Text, No Weapon
8023: Centurion, Blue Car Paint, Ice, Guardian 1 / BASE, Red Eyes, No Weapon
8024: Decanus, Red Car Paint, TitaniumBlk, Guardian 1 / BASE, Green Skull, No Weapon
8025: Decurion, Red Car Paint, Digital Camo, Guardian 1 / BASE, Green Skull, No Weapon
8026: Decanus, Green Car Paint, Trippy Red/Black, Guardian 3, Green Eyes, No Weapon
8027: Decanus, Black Car Paint, Hot Pink, Guardian 2, Blue Skull, No Weapon
8028: Decurion, Red Car Paint, Matte Black, Guardian 1 / BASE, SOL Symbol, Katana
8029: Decanus, Purple Car Paint, MSMC Copper Matte, Guardian 1 / BASE, $, Katana
8030: Praefectus castrorum, Yellow Car Paint, Carbon Fiber, Guardian 3, Green Eyes, No Weapon
8031: Decurion, Red Car Paint, Trippy Black/Red, Guardian 2, Blue Eyes, Ice Katana
8032: Tribunus laticlavius, Yellow Car Paint, Matte Black, Guardian 1 / BASE, xD, Electric Katana
8033: Decanus, Red Car Paint, Trippy Red/Black, Guardian 1 / BASE, $, Ice Katana
8034: Decanus, Black Car Paint, Carbon Fiber, Guardian 1 / BASE, Red Skull, Sniper
8035: Tribunus laticlavius, Red Car Paint, Cosmic Blue, Guardian 1 / BASE, KILL Text, No Weapon
8036: Decanus, Gold Car Paint, Digital Camo, Guardian 2, Target, No Weapon
8037: Pilus prior, Black Car Paint, Lambo Gold, Guardian 2, Heart, Ice Katana
8038: Decanus, Gold Car Paint, Matte Black, Guardian 5 / WINGS, o_o, Ice Katana
8039: Decanus, Blue Car Paint, Cosmic Blue, Guardian 2, Blue Skull, Elemental Sniper X
8040: Decanus, Blue Car Paint, Carbon Fiber, Guardian 1 / BASE, Blue Eyes, Fire Sniper
8041: Decanus, Green Car Paint, TitaniumBlk, Guardian 3, Blue Skull, Sniper
8042: Decanus, Green Car Paint, Digital Camo, Guardian 3, :), No Weapon
8043: Centurion, Blue Car Paint, MSMC Copper Matte, Guardian 1 / BASE, $, Sniper
8044: Decanus, Black Car Paint, Digital Camo, Guardian 3, Green Eyes, Ice Sniper
8045: Decurion, Purple Car Paint, Electric, Guardian 1 / BASE, Blue Eyes, No Weapon
8046: Praefectus castrorum, Purple Car Paint, Holographic, Guardian 4, Target, No Weapon
8047: Decurion, Blue Car Paint, Carbon Fiber, Guardian 5 / WINGS, xD, No Weapon
8048: Centurion, Purple Car Paint, MSMC Copper Liquid, Guardian 2, Red Eyes, No Weapon
8049: Pilus prior, Blue Car Paint, MSMC Copper Matte, Guardian 1 / BASE, Red Eyes, No Weapon
8050: Pilus prior, Gold Car Paint, Trippy Red/Black, Guardian 5 / WINGS, $, No Weapon
8051: Decanus, Gold Car Paint, Matte Black, Guardian 2, Blue Eyes, No Weapon
8052: Decanus, Gold Car Paint, Hot Pink, Guardian 1 / BASE, Red Eyes, Katana
8053: Decurion, Purple Car Paint, MSMC Copper Matte, Guardian 1 / BASE, Heart, No Weapon
8054: Decurion, Green Car Paint, Ice, Guardian 4, $, Ice Katana
8055: Decurion, Green Car Paint, Holographic, Guardian 1 / BASE, o_o, No Weapon
8056: Praefectus castrorum, Gold Car Paint, Cosmic Blue, Guardian 1 / BASE, X_X, No Weapon
8057: Centurion, Blue Car Paint, MSMC Copper Matte, Guardian 4, o_o, Katana
8058: Decanus, Red Car Paint, TitaniumBlk, Guardian 2, Heart, No Weapon
8059: Decurion, Red Car Paint, Cosmic Blue, Guardian 1 / BASE, X_X, Ice Katana
8060: Decurion, Black Car Paint, Cosmic Blue, Guardian 3, Mask, No Weapon
8061: Decanus, Purple Car Paint, Carbon Fiber, Guardian 1 / BASE, Blue Eyes, Fire Sniper
8062: Decanus, Red Car Paint, Cosmic Blue, Guardian 4, X_X, No Weapon
8063: Decurion, Purple Car Paint, TitaniumBlk, Guardian 1 / BASE, X_X, No Weapon
8064: Decanus, Purple Car Paint, Cosmic Blue, Guardian 3, Blue Eyes, Ice Katana
8065: Decanus, Black Car Paint, Holographic, Guardian 2, X_X, Electric Katana
8066: Centurion, Green Car Paint, Trippy Red/Black, Guardian 1 / BASE, :), No Weapon
8067: Decurion, Black Car Paint, Digital Camo, Guardian 2, Blue Eyes, Fire Sniper
8068: Decanus, Black Car Paint, TitaniumBlk, Guardian 2, Red Eyes, Fire Sniper
8069: Centurion, Gold Car Paint, MSMC Copper Liquid, Guardian 2, Red Eyes, Fire Katana
8070: Decanus, Gold Car Paint, Matte Black, Guardian 5 / WINGS, Red Eyes, No Weapon
8071: Decanus, Black Car Paint, TitaniumBlk, Guardian 1 / BASE, SOL Symbol, Ice Sniper
8072: Pilus prior, Blue Car Paint, Digital Camo, Guardian 5 / WINGS, SOL Symbol, No Weapon
8073: Centurion, Yellow Car Paint, Trippy Red/Black, Guardian 1 / BASE, X_X, Electric Katana
8074: Decurion, Red Car Paint, Trippy Red/Black, Guardian 4, X_X, No Weapon
8075: Decanus, Black Car Paint, TitaniumBlk, Guardian 1 / BASE, Daft Punk, No Weapon
8076: Centurion, Purple Car Paint, Digital Camo, Guardian 2, Red Eyes, Sniper
8077: Decanus, Green Car Paint, Matte Black, Guardian 1 / BASE, Daft Punk, No Weapon
8078: Decurion, Gold Car Paint, TitaniumBlk, Guardian 2, Red Eyes, Sniper
